112.0,468031,4406,3069,19414,841226,14667,10219,62274
112.25,468884,4411,3076,19511,843101,14706,10263,62590
112.5,469682,4418,3082,19585,845016,14745,10284,62852
112.75,470441,4424,3088,19657,846896,14775,10316,63143
113.0,471249,4431,3092,19726,848819,14813,10348,63427
113.25,472051,4435,3094,19798,850759,14852,10379,63721
113.5,472807,4440,3096,19867,852573,14892,10404,64002
113.75,473560,4447,3102,19933,854404,14934,10438,64297
114.0,474321,4451,3108,20002,856280,14959,10465,64592
114.25,475142,4455,3114,20079,858119,14980,10488,64848
114.5,475930,4459,3120,20162,859949,15024,10516,65130
114.75,476708,4462,3124,20239,861860,15047,10539,65446
115.0,477473,4469,3132,20316,863698,15087,10567,65721
115.25,478250,4475,3140,20398,865522,15118,10598,65997
115.5,478990,4487,3144,20462,867356,15160,10624,66274
115.75,479766,4491,3150,20545,869063,15197,10651,66539
116.0,480544,4496,3155,20623,870902,15229,10676,66802
116.25,481319,4500,3162,20691,872593,15266,10700,67048
116.5,482086,4505,3165,20752,874312,15296,10731,67323
116.75,482846,4512,3166,20825,876068,15330,10763,67611
117.0,483596,4514,3171,20901,877818,15358,10787,67886
117.25,484412,4518,3177,20998,879496,15395,10817,68161
117.5,485231,4523,3182,21073,881251,15430,10844,68445
117.75,485957,4527,3184,21133,882965,15467,10871,68696
118.0,486715,4531,3188,21201,884702,15513,10898,68944
118.25,487496,4532,3191,21271,886487,15545,10934,69200
118.5,488249,4534,3191,21334,888144,15577,10963,69458
118.75,489030,4539,3191,21405,889801,15625,10989,69706
119.0,489793,4541,3199,21476,891482,15654,11013,69958
119.25,490574,4546,3201,21550,893178,15684,11044,70224
119.5,491329,4549,3204,21622,894884,15732,11067,70486
119.75,492119,4554,3210,21688,896510,15773,11092,70778
120.0,492905,4560,3211,21761,898165,15807,11119,71068
120.25,493637,4564,3213,21832,899786,15841,11145,71333
120.5,494372,4570,3215,21902,901391,15863,11166,71580
120.75,495137,4576,3219,21980,903015,15895,11183,71830
121.0,495914,4588,3224,22057,904608,15927,11200,72087
121.25,496645,4592,3226,22121,906231,15955,11226,72332
121.5,497381,4597,3228,22186,907888,15982,11246,72593
121.75,498155,4605,3233,22262,909498,16009,11272,72862
122.0,498888,4609,3236,22326,911073,16036,11287,73104
122.25,499629,4612,3238,22398,912617,16062,11307,73358
122.5,500399,4619,3240,22451,914148,16088,11323,73604
122.75,501151,4625,3249,22536,915727,16112,11342,73857
123.0,501904,4631,3254,22609,917248,16135,11364,74094
123.25,502640,4639,3256,22684,918794,16165,11384,74341
123.5,503412,4646,3258,22761,920352,16195,11404,74604
123.75,504202,4654,3262,22831,921918,16217,11426,74837
124.0,504928,4658,3268,22899,923474,16235,11449,75074
124.25,505643,4661,3270,22975,924947,16260,11477,75321
124.5,506419,4665,3276,23053,926542,16287,11505,75551
124.75,507161,4669,3281,23132,928105,16318,11532,75815
125.0,507928,4670,3283,23210,929691,16335,11555,76095
125.25,508646,4672,3289,23273,931136,16364,11577,76303
125.5,509372,4674,3293,23357,932583,16383,11595,76549
125.75,510089,4678,3296,23423,934091,16412,11617,76780
126.0,510866,4691,3300,23497,935580,16445,11636,77012
126.25,511617,4693,3303,23564,937101,16465,11664,77262
126.5,512380,4695,3308,23632,938591,16479,11688,77514
126.75,513111,4698,3312,23718,940082,16503,11710,77755
127.0,513905,4703,3314,23791,941541,16530,11736,77986
127.25,514655,4709,3320,23876,943013,16559,11751,78190
127.5,515387,4717,3323,23950,944416,16581,11773,78418
127.75,516122,4722,3326,24025,945867,16610,11786,78641
128.0,516841,4724,3327,24102,947306,16625,11810,78884
128.25,517627,4731,3332,24181,948713,16647,11830,79090
128.5,518363,4738,3335,24249,950167,16670,11843,79310
128.75,519097,4744,3338,24307,951512,16701,11861,79522
129.0,519832,4748,3340,24377,952937,16721,11883,79773
129.25,520567,4754,3343,24456,954322,16736,11899,80005
129.5,521300,4759,3346,24534,955742,16761,11907,80222
